,Name,Genre,Year_of_Release,Publisher,Global_Sales,Critic_Score,User_Score
3541,Monster Rancher EVO,Role-Playing,2005,Tecmo Koei,0.1,58.0,68.0
3542,Cubic Ninja,Platform,2011,Ubisoft,0.1,51.0,59.0
3543,Rocky Balboa,Sports,2007,Ubisoft,0.1,58.0,66.0
3544,UFC: Tapout 2,Fighting,2003,Capcom,0.1,66.0,73.0
3545,Silent Scope Complete,Shooter,2004,Konami Digital Entertainment,0.1,69.0,74.0
3546,Bullet Witch,Shooter,2006,Atari,0.1,55.0,61.0
3547,Ar tonelico: Melody of Elemia,Role-Playing,2006,505 Games,0.1,71.0,77.0
3548,Blue Dragon: Awakened Shadow,Role-Playing,2009,Namco Bandai Games,0.1,63.0,66.0
3549,Gravity Games Bike: Street Vert Dirt,Sports,2002,Midway Games,0.1,24.0,41.0
3550,Castlevania Double Pack,Platform,2006,Konami Digital Entertainment,0.1,86.0,84.0
3551,Road Rash: Jailbreak,Racing,2003,Zoo Digital Publishing,0.1,78.0,93.0
3552,King's Field: The Ancient City,Role-Playing,2001,Metro 3D,0.1,60.0,85.0
3553,Mind Zero,Role-Playing,2013,GungHo,0.1,59.0,60.0
3554,Dragon Ball: Evolution,Fighting,2009,Namco Bandai Games,0.1,28.0,9.0
3555,Escape From Monkey Island,Adventure,2001,LucasArts,0.1,84.0,82.0
3556,Rome: Total War,Strategy,2004,Activision,0.1,92.0,91.0
3557,NBA Ballers: Rebound,Sports,2006,Midway Games,0.1,69.0,77.0
3558,Draglade,Fighting,2007,505 Games,0.1,71.0,75.0
3559,Darkest of Days,Shooter,2009,Phantom EFX,0.1,44.0,48.0
3560,MotoGP 07,Racing,2007,Capcom,0.1,62.0,91.0
3561,Miami Law,Adventure,2009,Konami Digital Entertainment,0.1,56.0,88.0
3562,Bujingai: The Forsaken City,Fighting,2003,505 Games,0.1,72.0,75.0
3563,Rolling Stone: Drum King,Misc,2009,505 Games,0.1,32.0,18.0
3564,Beach Spikers: Virtua Beach Volleyball,Sports,2002,Sega,0.1,76.0,81.0
3565,Line Rider 2: Unbound,Puzzle,2008,Deep Silver,0.1,62.0,64.0
3566,Gretzky NHL,Sports,2005,Sony Computer Entertainment,0.1,61.0,74.0
3567,Cartoon Network: Punch Time Explosion,Fighting,2011,Deep Silver,0.1,58.0,59.0
3568,The Technomancer,Role-Playing,2016,Focus Home Interactive,0.09999999999999999,68.0,74.0
3569,Serious Sam: Next Encounter,Shooter,2004,Global Star,0.09000000000000001,69.0,84.0
3570,Broken Sword 5: The Serpent's Curse,Adventure,2015,Revolution Software,0.09000000000000001,77.0,72.0
3571,TMNT: Mutant Melee,Fighting,2005,Konami Digital Entertainment,0.09000000000000001,44.0,48.0
3572,Def Jam Fight For NY: The Takeover,Action,2006,Electronic Arts,0.09,79.0,82.0
3573,Transworld Snowboarding,Sports,2002,Atari,0.09,74.0,92.0
3574,F.E.A.R. Files,Shooter,2007,Vivendi Games,0.09,66.0,71.0
3575,Little League World Series Baseball 2008,Sports,2008,Activision,0.09,70.0,80.0
3576,Prinny: Can I Really Be the Hero?,Platform,2008,Tecmo Koei,0.09,72.0,70.0
3577,Puss in Boots,Action,2011,THQ,0.09,70.0,70.0
3578,Digimon All-Star Rumble,Fighting,2014,Namco Bandai Games,0.09,49.0,58.0
3579,BIT.TRIP COMPLETE,Misc,2011,Rising Star Games,0.09,84.0,87.0
3580,Trivial Pursuit unhinged,Misc,2004,Atari,0.09,58.0,80.0
3581,Touch Detective,Adventure,2006,505 Games,0.09,60.0,68.0
3582,Top Gear Rally,Racing,2003,Kemco,0.09,78.0,76.0
3583,Project Eden,Action,2001,Eidos Interactive,0.09,71.0,78.0
3584,Phantom Brave: The Hermuda Triangle,Role-Playing,2010,Nippon Ichi Software,0.09,65.0,73.0
3585,Zoids Assault,Strategy,2007,Takara Tomy,0.09,46.0,73.0
3586,echochrome,Puzzle,2008,Sony Computer Entertainment,0.09,79.0,77.0
3587,Skies of Arcadia,Role-Playing,2000,Sega,0.09,93.0,94.0
3588,Pokemon Rumble World,Action,2015,Nintendo,0.09,58.0,64.0
3589,Monster House,Adventure,2006,THQ,0.09,69.0,90.0
3590,Enemy Front,Shooter,2014,['City Interactive' 'Namco Bandai Games'],0.09,43.0,60.0
3591,The Sims 2: Apartment Life,Simulation,2008,Electronic Arts,0.09,75.0,77.0
3592,Last Rebellion,Role-Playing,2010,Nippon Ichi Software,0.09,44.0,46.0
3593,GripShift,Racing,2005,Ubisoft,0.09,70.0,87.0
3594,Lock's Quest,Strategy,2008,THQ,0.09,80.0,87.0
3595,Dungeons,Strategy,2011,Kalypso Media,0.09,65.0,46.0
3596,Ultimate Mortal Kombat,Fighting,2007,Midway Games,0.09,73.0,86.0
3597,Atari Classics Evolved,Misc,2007,Atari,0.09,64.0,60.0
3598,Disney's Aladdin in Nasira's Revenge,Action,2000,Sony Computer Entertainment,0.09,61.0,83.0
3599,Red Bull BC One,Misc,2008,Playlogic Game Factory,0.09,48.0,53.0
3600,Age of Mythology,Strategy,2002,Microsoft Game Studios,0.09,89.0,89.0
3601,Disgaea Infinite,Adventure,2010,Nippon Ichi Software,0.09,64.0,44.0
3602,Altered Beast: Guardian of the Realms,Action,2002,THQ,0.09,63.0,48.0
3603,Army Corps of Hell,Action,2011,Square Enix,0.09,57.0,66.0
3604,Road Trip,Racing,2002,Play It,0.09,80.0,90.0
3605,Forever Kingdom,Role-Playing,2001,From Software,0.09,64.0,78.0
3606,Beaterator,Misc,2009,Take-Two Interactive,0.09,80.0,78.0
3607,Age of Empires II: The Age of Kings,Strategy,1999,Microsoft Game Studios,0.09,92.0,90.0
3608,Football Manager 2017,Simulation,2016,Sega,0.09,81.0,43.0
3609,Arslan: The Warriors of Legend,Action,2015,Tecmo Koei,0.09,69.0,66.0
3610,Ikaruga,Shooter,2003,Atari,0.09,85.0,85.0
3611,Astro Boy: Omega Factor,Action,2003,THQ,0.09,85.0,86.0
3612,Ninja Gaiden Black,Action,2005,Microsoft Game Studios,0.09,94.0,87.0
3613,Burnout Paradise: The Ultimate Box,Racing,2009,Electronic Arts,0.09,87.0,75.0
3614,Henry Hatsworth in the Puzzling Adventure,Puzzle,2009,Electronic Arts,0.09,82.0,80.0
3615,Data East Arcade Classics,Misc,2010,Majesco Entertainment,0.09,56.0,82.0
3616,Rollcage Stage II,Racing,2000,Sony Computer Entertainment,0.09,85.0,89.0
3617,MetropolisMania,Strategy,2001,Natsume,0.09,63.0,71.0
3618,Star Trek: Tactical Assault,Strategy,2006,Ubisoft,0.09,64.0,79.0
3619,Romance of the Three Kingdoms X,Strategy,2005,Tecmo Koei,0.09,71.0,85.0
3620,The Legend of Heroes: A Tear of Vermillion,Role-Playing,2005,Namco Bandai Games,0.09,68.0,77.0
3621,NASCAR: Dirt to Daytona,Racing,2002,Infogrames,0.09,85.0,73.0
3622,Crimson Sea,Action,2002,Tecmo Koei,0.09,78.0,82.0
3623,Fighting Fantasy: The Warlock of Firetop Mountain,Role-Playing,2009,Aspyr,0.09,45.0,81.0
3624,Wild ARMs: Alter Code F,Role-Playing,2003,Sony Computer Entertainment,0.09,73.0,83.0
3625,Rygar: The Battle of Argus,Action,2008,Rising Star Games,0.09,52.0,70.0
3626,Glory Days 2,Strategy,2007,Ghostlight,0.09,73.0,73.0
3627,Fire Pro Wrestling Returns,Sports,2005,505 Games,0.09,78.0,85.0
3628,Hakuoki: Demon of the Fleeting Blossom,Adventure,2009,Idea Factory,0.09,79.0,83.0
3629,Winter Stars,Sports,2011,Deep Silver,0.09,46.0,65.0
3630,Ghosthunter,Action,2003,Sony Computer Entertainment,0.09,69.0,87.0
3631,Nobunaga's Ambition: Iron Triangle,Strategy,2006,Tecmo Koei,0.09,76.0,80.0
3632,Freestyle Metal X,Racing,2003,Midway Games,0.09,67.0,83.0
3633,Astro Boy,Action,2004,Sega,0.09,54.0,69.0
3634,Dark Angel: Vampire Apocalypse,Role-Playing,2001,Metro 3D,0.09,53.0,56.0
3635,Brain Age: Concentration Training,Puzzle,2012,Nintendo,0.09,71.0,79.0
3636,Code Lyoko: Quest for Infinity,Action,2007,Game Factory,0.09,58.0,85.0
3637,Shining Tears,Role-Playing,2004,Sega,0.09,61.0,65.0
3638,Jimmy Neutron: Boy Genius,Platform,2002,THQ,0.09,42.0,51.0
3639,Fullmetal Alchemist: Dual Sympathy,Role-Playing,2005,Empire Interactive,0.09,58.0,73.0
3640,OutRun 2006: Coast 2 Coast,Racing,2006,Sega,0.09,82.0,88.0
3641,Battle Fantasia,Fighting,2008,505 Games,0.09,71.0,66.0
3642,Driver: Renegade,Racing,2011,Ubisoft,0.09,48.0,50.0
3643,Wizardry: Tale of the Forsaken Land,Role-Playing,2001,Ubisoft,0.09,70.0,75.0
3644,Bloody Roar 4,Fighting,2003,Konami Digital Entertainment,0.09,59.0,86.0
3645,MX vs. ATV Supercross,Racing,2014,Nordic Games,0.09,58.0,48.0
3646,The Smurfs 2,Platform,2013,Ubisoft,0.09,42.0,56.0
3647,DriveClub VR,Racing,2016,Sony Computer Entertainment,0.09,67.0,74.0
3648,Spectral Force 3,Role-Playing,2006,Idea Factory,0.09,59.0,75.0
3649,Gradius V,Shooter,2004,Konami Digital Entertainment,0.09,82.0,85.0
3650,Spectral Force Genesis,Role-Playing,2008,Nobilis,0.09,46.0,70.0
3651,InuYasha: Secret of the Divine Jewel,Role-Playing,2007,Namco Bandai Games,0.09,46.0,76.0
3652,Ribbit King,Sports,2003,Atari,0.09,58.0,65.0
3653,NCAA March Madness 08,Sports,2007,Electronic Arts,0.09,67.0,38.0
3654,Family Party: 30 Great Games,Misc,2008,D3Publisher,0.09,42.0,10.0
3655,Rio,Misc,2011,THQ,0.09,60.0,70.0
3656,Samurai Warriors 2: Xtreme Legends,Action,2007,Tecmo Koei,0.09,50.0,80.0
3657,Mahjong Cub3D,Puzzle,2011,Sunsoft,0.09,67.0,53.0
3658,Mimana Iyar Chronicle,Role-Playing,2009,GungHo,0.09,45.0,58.0
3659,The Weakest Link,Misc,2001,Activision,0.09,63.0,72.0
3660,Metal Slug X,Shooter,2001,Virgin Interactive,0.09,85.0,88.0
3661,TrackMania DS,Racing,2008,Focus Home Interactive,0.08,75.0,69.0
3662,Armored Core 3 Portable,Simulation,2009,From Software,0.08,43.0,67.0
3663,1 vs. 100,Misc,2008,DSI Games,0.08,38.0,32.0
3664,Bomberman Jetters,Puzzle,2002,Hudson Soft,0.08,70.0,79.0
3665,Bejeweled 3,Puzzle,2010,PopCap Games,0.08,82.0,81.0
3666,BlazBlue Central Fiction,Fighting,2016,PQube,0.08,85.0,76.0
3667,World Series of Poker 2008: Battle for the Bracelets,Misc,2007,Activision,0.08,74.0,67.0
3668,Assetto Corsa,Racing,2016,505 Games,0.08,73.0,67.0
3669,America's Army: True Soldiers,Shooter,2007,Ubisoft,0.08,43.0,67.0
3670,Bangai-O Spirits,Shooter,2008,D3Publisher,0.08,83.0,81.0
3671,The Fast and the Furious,Racing,2006,['Deep Silver' 'Namco Bandai Games'],0.08,59.0,66.0
3672,Urban Chaos: Riot Response,Shooter,2006,Eidos Interactive,0.08,73.0,86.0
3673,Urban Reign,Action,2005,Namco Bandai Games,0.08,60.0,82.0
3674,Ultimate Ghosts 'n Goblins,Platform,2006,Capcom,0.08,72.0,77.0
3675,Agatha Christie: Evil Under the Sun,Adventure,2008,The Adventure Company,0.08,46.0,73.0
3676,C.O.P.: The Recruit,Action,2009,Ubisoft,0.08,55.0,75.0
3677,X Rebirth,Simulation,2013,Koch Media,0.08,33.0,33.0
3678,The King of Fighters 2006,Fighting,2006,Ignition Entertainment,0.08,66.0,86.0
3679,The King of Fighters EX2: Howling Blood,Fighting,2002,Marvelous Interactive,0.08,80.0,91.0
3680,Ultimate Brain Games,Misc,2003,Telegames,0.08,80.0,83.0
3681,"Warhammer 40,000: Dawn of War II - Retribution",Strategy,2011,THQ,0.08,80.0,78.0
3682,Worms: A Space Oddity,Strategy,2008,THQ,0.08,64.0,43.0
3683,The Legend of Alon D'ar,Role-Playing,2001,Ubisoft,0.08,43.0,67.0
3684,Warriors Orochi 3 Hyper,Action,2012,Tecmo Koei,0.08,64.0,74.0
3685,Battlefield 2,Shooter,2005,Electronic Arts,0.08,91.0,84.0
3686,Samurai Western,Action,2004,505 Games,0.08,58.0,76.0
3687,RTX Red Rock,Shooter,2003,LucasArts,0.08,49.0,50.0
3688,NBA 10: The Inside,Sports,2009,Sony Computer Entertainment,0.08,69.0,30.0
3689,Serious Sam 3: BFE,Shooter,2011,Mastertronic,0.08,72.0,82.0
3690,Strider 2,Platform,2000,Virgin Interactive,0.08,69.0,81.0
3691,God Eater Resurrection,Action,2015,Namco Bandai Games,0.08,70.0,78.0
3692,Ninjabread Man,Action,2007,Popcorn Arcade,0.08,20.0,17.0
3693,Stuart Little 3: Big Photo Adventure,Platform,2005,Sony Computer Entertainment,0.08,71.0,77.0
3694,Infernal: Hell's Vengeance,Shooter,2009,Playlogic Game Factory,0.08,35.0,53.0
3695,Far Cry Vengeance,Shooter,2006,Ubisoft,0.08,38.0,53.0
3696,Invizimals: The Alliance,Action,2013,Sony Computer Entertainment,0.08,69.0,68.0
3697,Code Lyoko: Fall of X.A.N.A.,Adventure,2008,Game Factory,0.08,51.0,63.0
3698,Metal Slug Advance,Shooter,2004,Ignition Entertainment,0.08,79.0,83.0
3699,Space Channel 5 Special Edition,Misc,2003,Agetec,0.08,79.0,86.0
3700,Soul Bubbles,Puzzle,2008,Eidos Interactive,0.08,78.0,80.0
3701,Seven Samurai 20XX,Action,2004,Sega,0.08,52.0,70.0
3702,Mad Dog McCree: Gunslinger Pack,Shooter,2009,Majesco Entertainment,0.08,31.0,50.0
3703,Grand Prix Challenge,Racing,2002,Atari,0.08,76.0,92.0
3704,P.T.O. IV: Pacific Theater of Operations,Strategy,2002,Tecmo Koei,0.08,71.0,66.0
3705,Earth Defense Force 2017,Action,2006,D3Publisher,0.08,69.0,77.0
3706,Far Cry Instincts Evolution,Shooter,2006,Ubisoft,0.08,78.0,63.0
3707,Incredible Crisis,Action,1999,Titus,0.08,80.0,75.0
3708,Sega GT Online,Racing,2003,Sega,0.08,72.0,92.0
3709,Cosmic Family,Misc,2007,Ubisoft,0.08,54.0,57.0
3710,Hidden Invasion,Shooter,2001,Swing! Entertainment,0.08,39.0,58.0
3711,Onimusha Tactics,Strategy,2003,Capcom,0.08,64.0,87.0
3712,How to Train Your Dragon 2,Adventure,2014,Little Orbit,0.08,47.0,49.0
3713,Samurai Shodown Sen,Fighting,2009,Rising Star Games,0.08,46.0,52.0
3714,Star Wars: Empire at War,Strategy,2006,LucasArts,0.08,79.0,84.0
3715,State of Emergency 2,Shooter,2006,SouthPeak Games,0.08,44.0,58.0
3716,Crush,Puzzle,2007,Sega,0.08,83.0,90.0
3717,Pump It Up: Exceed,Misc,2005,Mastiff,0.08,74.0,84.0
3718,Raiden Fighters Aces,Shooter,2008,Valcon Games,0.08,73.0,75.0
3719,Puchi Puchi Virus,Puzzle,2007,Jaleco,0.08,73.0,42.0
3720,Stella Deus: The Gate of Eternity,Strategy,2004,505 Games,0.08,75.0,80.0
3721,Hello Kitty: Roller Rescue,Action,2005,Empire Interactive,0.08,64.0,68.0
3722,Nobunaga's Ambition: Rise to Power,Strategy,2004,Tecmo Koei,0.08,70.0,88.0
3723,SafeCracker: The Ultimate Puzzle Adventure,Puzzle,2008,The Adventure Company,0.08,56.0,78.0
3724,Duke Nukem: Land of the Babes,Shooter,2000,Atari,0.08,37.0,68.0
3725,Counter-Strike: Source,Shooter,2004,Vivendi Games,0.08,88.0,89.0
3726,Death Jr. and the Science Fair of Doom,Platform,2007,Konami Digital Entertainment,0.08,47.0,75.0
3727,Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,2005,Ghostlight,0.08,82.0,79.0
3728,Nano Assault,Shooter,2011,Majesco Entertainment,0.08,75.0,77.0
3729,Guilty Gear XX Accent Core,Fighting,2007,['505 Games' 'Unknown'],0.08,77.0,84.0
3730,Exit,Puzzle,2005,Ubisoft,0.08,77.0,77.0
3731,Shining Soul II,Role-Playing,2003,THQ,0.08,74.0,83.0
3732,Gadget Racers,Racing,2000,Midas Interactive Entertainment,0.08,67.0,74.0
3733,Smart Bomb,Puzzle,2005,Eidos Interactive,0.08,45.0,54.0
3734,Swingerz Golf,Sports,2002,Eidos Interactive,0.08,72.0,93.0
3735,Don King Boxing,Sports,2009,Take-Two Interactive,0.08,71.0,78.0
3736,Ephemeral Fantasia,Role-Playing,2000,Konami Digital Entertainment,0.08,48.0,63.0
3737,Lost in Blue: Shipwrecked,Adventure,2008,Konami Digital Entertainment,0.08,54.0,60.0
3738,Smuggler's Run: Warzones,Misc,2002,Take-Two Interactive,0.08,79.0,69.0
3739,Shining Force: Resurrection of the Dark Dragon,Role-Playing,2004,THQ,0.08,77.0,88.0
3740,Evolution Worlds,Role-Playing,2002,Ubisoft,0.08,63.0,80.0
3741,Phantasy Star Online Episode III: C.A.R.D. Revolution,Role-Playing,2003,Sega,0.08,71.0,82.0
3742,Super Robot Taisen OG Saga: Endless Frontier,Role-Playing,2008,Namco Bandai Games,0.08,73.0,90.0
3743,Silent Hunter III,Simulation,2005,Ubisoft,0.08,90.0,79.0
3744,Fatal Frame III: The Tormented,Action,2005,Take-Two Interactive,0.08,78.0,89.0
3745,Resident Evil 3: Nemesis,Action,2003,Capcom,0.08,62.0,83.0
3746,Endgame,Shooter,2002,Empire Interactive,0.08,57.0,68.0
3747,Miami Nights: Singles in the City,Simulation,2008,Ubisoft,0.08,48.0,71.0
3748,Elebits: The Adventures of Kai and Zero,Adventure,2008,Konami Digital Entertainment,0.08,75.0,83.0
3749,Gray Matter,Adventure,2011,DTP Entertainment,0.08,72.0,77.0
3750,Final Fight: Streetwise,Action,2006,Capcom,0.07,43.0,62.0
3751,The Sims 2: Seasons,Simulation,2007,Electronic Arts,0.07,78.0,73.0
3752,Digimon World Championship,Role-Playing,2008,Namco Bandai Games,0.07,49.0,65.0
3753,Dragoneer's Aria,Role-Playing,2007,Tecmo Koei,0.07,56.0,60.0
3754,Monster Racers,Racing,2009,Tecmo Koei,0.07,70.0,90.0
3755,Stacked with Daniel Negreanu,Misc,2006,Myelin Media,0.07,63.0,53.0
3756,Homie Rollerz,Racing,2008,Destineer,0.07,23.0,24.0
3757,Armored Core: Nine Breaker,Simulation,2004,505 Games,0.07,57.0,82.0
3758,Silpheed: The Lost Planet,Shooter,2000,Swing! Entertainment,0.07,72.0,75.0
3759,Godai: Elemental Force,Action,2002,3DO,0.07,27.0,38.0
3760,Napoleon Dynamite: The Game,Puzzle,2007,Crave Entertainment,0.07,45.0,73.0
3761,The Legend of Kage 2,Action,2008,Square Enix,0.07,70.0,63.0
3762,World Racing,Racing,2003,TDK Mediactive,0.07,56.0,81.0
3763,Mayhem 3D,Racing,2011,Evolved Games,0.07,47.0,86.0
3764,Crimson Sea 2,Action,2004,Tecmo Koei,0.07,75.0,83.0
3765,Torchlight,Role-Playing,2009,JoWood Productions,0.07,83.0,80.0
3766,Dave Mirra BMX Challenge,Sports,2006,Oxygen Interactive,0.07,32.0,46.0
3767,Goodbye Deponia,Adventure,2013,Daedalic Entertainment,0.07,80.0,79.0
3768,WipEout HD Fury,Racing,2009,Sony Computer Entertainment,0.07,89.0,84.0
3769,Hammerin' Hero,Action,2008,Irem Software Engineering,0.07,73.0,73.0
3770,Anubis II,Platform,2007,Metro 3D,0.07,19.0,27.0
3771,Gunstar Super Heroes,Shooter,2005,Sega,0.07,83.0,85.0
3772,Mugen Souls Z,Role-Playing,2013,Nippon Ichi Software,0.07,57.0,64.0
3773,Crazy Taxi 2,Racing,2001,Sega,0.07,82.0,81.0
3774,Vanguard Bandits,Strategy,1998,Human Entertainment,0.07,62.0,74.0
3775,Warhammer: Battle For Atluma,Action,2006,Namco Bandai Games,0.07,55.0,74.0
3776,Microsoft Flight Simulator 2004: A Century of Flight,Simulation,2003,Microsoft Game Studios,0.07,88.0,82.0
3777,RayStorm,Shooter,1997,Sony Computer Entertainment,0.07,79.0,78.0
3778,Top Gun,Simulation,2011,505 Games,0.07,49.0,44.0
3779,The Lord of the Rings: The Battle for Middle-Earth II,Strategy,2006,Electronic Arts,0.07,84.0,75.0
3780,The Lord of the Rings: The Battle for Middle-Earth,Strategy,2004,Electronic Arts,0.07,82.0,86.0
3781,Speed Zone,Racing,2009,Bethesda Softworks,0.07,37.0,38.0
3782,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,Racing,2007,Midway Games,0.07,37.0,59.0
3783,Deep Labyrinth,Action,2006,505 Games,0.07,57.0,88.0
3784,Damage Inc.: Pacific Squadron WWII,Simulation,2012,Mad Catz,0.07,49.0,55.0
3785,Hearts of Iron III,Strategy,2009,Paradox Interactive,0.07,77.0,71.0
3786,Fighter Maker 2,Fighting,2002,Enterbrain,0.07,58.0,78.0
3787,Real Time Conflict: Shogun Empires,Strategy,2005,Namco Bandai Games,0.07,35.0,56.0
3788,Haunting Ground,Action,2005,Capcom,0.07,67.0,88.0
3789,Robot Alchemic Drive,Action,2002,Enix Corporation,0.07,79.0,82.0
3790,The Guided Fate Paradox,Role-Playing,2013,Nippon Ichi Software,0.07,74.0,78.0
3791,River City Ransom EX,Action,2004,Atlus,0.07,75.0,84.0
3792,Agatha Christie: And Then There Were None,Adventure,2008,The Adventure Company,0.07,50.0,62.0
3793,Combat: Task Force 121,Shooter,2005,Zoo Digital Publishing,0.07,44.0,85.0
3794,Rogue Trooper: Quartz Zone Massacre,Shooter,2009,Reef Entertainment,0.07,70.0,82.0
3795,Earth Defense Force 2: Invaders from Planet Space,Action,2014,Xseed Games,0.07,72.0,85.0
3796,Cities XL 2012,Strategy,2011,Focus Home Interactive,0.07,61.0,56.0
3797,Aero Elite: Combat Academy,Simulation,2002,Sega,0.07,64.0,70.0
3798,Magic Pengel: The Quest for Color,Role-Playing,2002,Taito,0.07,74.0,75.0
3799,BeatMania,Simulation,2006,Konami Digital Entertainment,0.07,67.0,89.0
3800,Future Tactics: The Uprising,Strategy,2004,Crave Entertainment,0.07,61.0,60.0
3801,Colosseum: Road to Freedom,Role-Playing,2005,Tecmo Koei,0.07,56.0,83.0
3802,Robocalypse,Strategy,2008,Tecmo Koei,0.07,78.0,86.0
3803,Kessen III,Strategy,2004,Tecmo Koei,0.07,73.0,81.0
3804,Colin McRae Rally 2005,Racing,2004,Codemasters,0.07,83.0,75.0
3805,Galerians: Ash,Adventure,2002,Sammy Corporation,0.07,50.0,79.0
3806,Kengo: Legend of The 9,Fighting,2006,Majesco Entertainment,0.07,38.0,41.0
3807,Overlord: Minions,Puzzle,2009,Codemasters,0.07,58.0,55.0
3808,Prince of Persia: The Fallen King,Action,2008,Ubisoft,0.07,64.0,60.0
3809,The Book of Unwritten Tales 2,Adventure,2015,Nordic Games,0.07,63.0,86.0
3810,James Cameron's Dark Angel,Action,2002,Vivendi Games,0.07,47.0,83.0
3811,Super Ghouls 'n Ghosts,Platform,2002,Capcom,0.07,78.0,88.0
3812,Eagle Flight,Adventure,2016,Ubisoft,0.07,72.0,78.0
3813,In The Groove,Misc,2005,RedOctane,0.07,72.0,90.0
3814,SNK Arcade Classics Vol. 1,Misc,2008,Ignition Entertainment,0.07,73.0,80.0
3815,God Hand,Action,2006,Capcom,0.07,73.0,77.0
3816,Fairy Fencer F: Advent Dark Force,Role-Playing,2015,Idea Factory International,0.07,71.0,62.0
3817,Romance of the Three Kingdoms IX,Strategy,2003,Tecmo Koei,0.07,74.0,89.0
3818,Romance of the Three Kingdoms XI,Strategy,2007,Tecmo Koei,0.07,69.0,84.0
3819,Fable: The Lost Chapters,Role-Playing,2005,Microsoft Game Studios,0.07,83.0,87.0
3820,Dragon Valor,Role-Playing,1999,Sony Computer Entertainment,0.07,57.0,83.0
3821,"Flower, Sun, and Rain",Adventure,2008,Rising Star Games,0.07,54.0,71.0
3822,Operation Darkness,Role-Playing,2007,Success,0.07,46.0,70.0
3823,Football Manager 2010,Sports,2009,Sega,0.07,87.0,90.0
3824,Target: Terror,Shooter,2008,Konami Digital Entertainment,0.07,33.0,27.0
3825,R-Type Command,Strategy,2007,Rising Star Games,0.07,69.0,65.0
3826,Legend of the Guardians: The Owls of Ga'Hoole,Action,2010,Warner Bros. Interactive Entertainment,0.07,60.0,80.0
3827,The King of Fighters 02/03,Fighting,2005,SNK,0.07,73.0,88.0
3828,Assassin's Creed Chronicles,Action,2016,Ubisoft,0.07,70.0,80.0
3829,Circus Maximus: Chariot Wars,Racing,2002,THQ,0.07,67.0,50.0
3830,Operation: Vietnam,Shooter,2007,Majesco Entertainment,0.07,65.0,63.0
3831,The Hustle: Detroit Streets,Sports,2005,Deep Silver,0.07,51.0,53.0
3832,Saint Seiya: Brave Soldiers,Fighting,2013,Namco Bandai Games,0.07,55.0,74.0
3833,Still Life,Adventure,2005,Microids,0.07,70.0,82.0
3834,Lifeline,Adventure,2003,Sony Computer Entertainment,0.07,61.0,77.0
3835,Full Spectrum Warrior: Ten Hammers,Strategy,2006,THQ,0.07,71.0,80.0
3836,Emergency 2012,Simulation,2010,Deep Silver,0.07,61.0,62.0
3837,Ghost in the Shell: Stand Alone Complex,Adventure,2005,Atari,0.07,61.0,74.0
3838,Mario vs. Donkey Kong: Tipping Stars,Puzzle,2015,Nintendo,0.06999999999999999,70.0,75.0
3839,Serious Sam II,Shooter,2005,Take-Two Interactive,0.06999999999999999,74.0,70.0
3840,Saints Row: Gat out of Hell,Action,2015,Deep Silver,0.060000000000000005,65.0,60.0
3841,Root Letter,Adventure,2016,PQube,0.060000000000000005,78.0,78.0
3842,Ride 2,Racing,2016,Milestone S.r.l,0.060000000000000005,78.0,80.0
3843,Giants: Citizen Kabuto,Shooter,2001,Interplay,0.06,79.0,69.0
3844,The Witcher,Role-Playing,2007,Atari,0.06,81.0,88.0
3845,Showtime Championship Boxing,Fighting,2007,Zoo Digital Publishing,0.06,35.0,47.0
3846,Tom Clancy's Ghost Recon: Advanced Warfighter,Shooter,2006,Ubisoft,0.06,44.0,46.0
3847,Theresia...,Adventure,2008,Arc System Works,0.06,61.0,80.0
3848,Disney Sports Skateboarding,Sports,2002,Konami Digital Entertainment,0.06,36.0,47.0
3849,Theme Park,Simulation,2007,Electronic Arts,0.06,72.0,76.0
3850,Warriors of the Lost Empire,Role-Playing,2007,Mercury Games,0.06,52.0,74.0
3851,Scurge: Hive,Action,2006,SouthPeak Games,0.06,70.0,86.0
3852,Big Bang Mini,Shooter,2009,SouthPeak Games,0.06,78.0,82.0
3853,Samurai Shodown Anthology,Fighting,2008,Ignition Entertainment,0.06,74.0,82.0
3854,Titan Quest,Role-Playing,2006,THQ,0.06,77.0,81.0
3855,Samurai Jack: The Shadow of Aku,Action,2004,Sega,0.06,59.0,84.0
3856,NanoBreaker,Action,2005,Konami Digital Entertainment,0.06,51.0,67.0
3857,Rogue Trooper,Shooter,2006,Eidos Interactive,0.06,71.0,85.0
3858,S.T.A.L.K.E.R.: Shadow of Chernobyl,Shooter,2007,THQ,0.06,82.0,84.0
3859,Gothic 3,Role-Playing,2006,JoWood Productions,0.06,63.0,73.0
3860,From The Abyss,Role-Playing,2008,Nobilis,0.06,59.0,80.0
3861,MotorStorm RC,Racing,2012,Sony Computer Entertainment,0.06,78.0,68.0
3862,Rugby World Cup 2015,Sports,2015,Ubisoft,0.06,25.0,19.0
3863,Flipnic: Ultimate Pinball,Misc,2003,Ubisoft,0.06,64.0,81.0
3864,Arc the Lad: End of Darkness,Role-Playing,2004,Sony Computer Entertainment,0.06,59.0,42.0
3865,Gallop Racer 2004,Sports,2004,Zoo Digital Publishing,0.06,70.0,87.0
